gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,differential
Solyc03g006620,2111.0353106227235,3.194829310301309,0.08257683933077077,38.68916921734026,0,0,TRUE
Solyc03g031860,85886.02747173532,-5.3794699667656865,0.07371433621221293,-72.97725575767201,0,0,TRUE
Solyc03g033540,5677.9720731983625,2.7332039226449245,0.0659821313091879,41.42339552260463,0,0,TRUE
Solyc03g082660,5945.701362261008,3.1264295000655826,0.0726316911710759,43.044977332300085,0,0,TRUE
Solyc03g083440,7432.754336478831,-5.317198356103741,0.09129489216321125,-58.242013656119866,0,0,TRUE
Solyc03g093080,5554.894641175137,4.582272841501115,0.09049148071460571,50.63761588732094,0,0,TRUE
Solyc03g093110,1854.6749928116185,5.510862837862697,0.1246818381130114,44.19940322717781,0,0,TRUE
Solyc03g093120.5,4495.684416895533,5.513324070050712,0.09769717090161303,56.43279144288592,0,0,TRUE
Solyc03g093130,4251.545401066277,4.593113956154783,0.08615381825037566,53.31294711519945,0,0,TRUE
Solyc03g095770,2742.0773526033827,4.872175328767395,0.09809088283963521,49.67001201052208,0,0,TRUE
Solyc03g097050,8298.492491378267,4.074021051841743,0.06850515164576547,59.47028732828988,0,0,TRUE
Solyc03g097470,4890.92532578063,-2.468850033573639,0.06399158859159546,-38.580852388744944,0,0,TRUE
Solyc03g111690,19161.22201245535,-3.2589058080052897,0.06302594088913499,-51.707372583898874,0,0,TRUE
Solyc03g113430,3416.737948074186,3.9797250010405607,0.08622441210011689,46.15543213469084,0,0,TRUE
Solyc03g113660,4063.172659809794,-4.680843384361671,0.08273241465196367,-56.578106707666,0,0,TRUE
Solyc03g116890,5000.587765230133,4.801239222792475,0.12746553962422089,37.66695874780691,0,0,TRUE
Solyc03g117980,5502.608659552609,5.254044618787675,0.0907625425370771,57.887807810599426,0,0,TRUE
Solyc03g119250,7552.3700217257065,5.386350238682246,0.08199281175559683,65.69295677696495,0,0,TRUE
Solyc03g119530,10021.481836179955,-4.258803600234672,0.07731127355439124,-55.086449937193855,0,0,TRUE
Solyc03g120990,1819.0670029948606,3.49137680504958,0.08930571821247077,39.094661293055246,0,0,TRUE
Solyc03g122340,11129.727059146351,4.342214500838968,0.07922274367935148,54.810200949537645,0,0,TRUE
Solyc03g123830,11950.818111474155,5.697013395198463,0.07935199863776612,71.7942016962264,0,0,TRUE
Solyc04g005040,2340.148439248841,6.680991120252441,0.15392786848970472,43.40338878076059,0,0,TRUE
Solyc04g005050,1331.6644784995112,5.7058779943410665,0.14961790319589002,38.136331765527686,0,0,TRUE
Solyc04g005270,10737.19051073719,-3.2372539477957916,0.06844826503216322,-47.294901430659124,0,0,TRUE
